Iso3,Location Name,AMRO subregions,Year,Sex,Age group,Measure Name En,Metric Name En,Value,Value Low,Value Up
ARG,Argentina,Southern Cone,2021,Female,0-14 years,Disability-Adjusted Life Years (DALYs),Rate,"1,070.30",544.56,"1,806.89"
ARG,Argentina,Southern Cone,2021,Female,0-14 years,Years Lived with Disability (YLDs),Rate,"1,068.80",543.06,"1,805.39"
ARG,Argentina,Southern Cone,2021,Female,0-19 years,Disability-Adjusted Life Years (DALYs),Rate,"1,628.53",868.62,"2,680.82"
ARG,Argentina,Southern Cone,2021,Female,0-19 years,Years Lived with Disability (YLDs),Rate,"1,626.35",866.43,"2,678.63"
ARG,Argentina,Southern Cone,2021,Female,0-24 years,Disability-Adjusted Life Years (DALYs),Rate,"2,026.95","1,100.61","3,295.87"
ARG,Argentina,Southern Cone,2021,Female,0-24 years,Years Lived with Disability (YLDs),Rate,"2,024.37","1,098.03","3,293.29"
ARG,Argentina,Southern Cone,2021,Female,0-27 days,Disability-Adjusted Life Years (DALYs),Rate,152.10,94.44,232.58
ARG,Argentina,Southern Cone,2021,Female,0-27 days,Years Lived with Disability (YLDs),Rate,152.10,94.44,232.58
ARG,Argentina,Southern Cone,2021,Female,1-4 years,Disability-Adjusted Life Years (DALYs),Rate,199.64,113.92,314.46
ARG,Argentina,Southern Cone,2021,Female,1-4 years,Years Lived with Disability (YLDs),Rate,199.64,113.92,314.46
ARG,Argentina,Southern Cone,2021,Female,1-9 years,Disability-Adjusted Life Years (DALYs),Rate,526.68,268.06,890.95
ARG,Argentina,Southern Cone,2021,Female,1-9 years,Years Lived with Disability (YLDs),Rate,526.68,268.06,890.95
ARG,Argentina,Southern Cone,2021,Female,1-11 months,Disability-Adjusted Life Years (DALYs),Rate,157.04,95.88,239.56
ARG,Argentina,Southern Cone,2021,Female,1-11 months,Years Lived with Disability (YLDs),Rate,157.04,95.88,239.56
ARG,Argentina,Southern Cone,2021,Female,5-9 years,Disability-Adjusted Life Years (DALYs),Rate,758.02,377.09,"1,298.74"
ARG,Argentina,Southern Cone,2021,Female,5-9 years,Years Lived with Disability (YLDs),Rate,758.02,377.09,"1,298.74"
ARG,Argentina,Southern Cone,2021,Female,10-14 years,Disability-Adjusted Life Years (DALYs),Rate,"2,154.64","1,093.79","3,638.04"
ARG,Argentina,Southern Cone,2021,Female,10-14 years,Years Lived with Disability (YLDs),Rate,"2,150.29","1,089.43","3,633.68"
ARG,Argentina,Southern Cone,2021,Female,10-24 years,Disability-Adjusted Life Years (DALYs),Rate,"3,018.74","1,649.34","4,888.64"
ARG,Argentina,Southern Cone,2021,Female,10-24 years,Years Lived with Disability (YLDs),Rate,"3,014.49","1,645.09","4,884.39"
ARG,Argentina,Southern Cone,2021,Female,15-19 years,Disability-Adjusted Life Years (DALYs),Rate,"3,314.57","1,847.37","5,320.34"
ARG,Argentina,Southern Cone,2021,Female,15-19 years,Years Lived with Disability (YLDs),Rate,"3,310.33","1,843.13","5,316.10"
ARG,Argentina,Southern Cone,2021,Female,15-24 years,Disability-Adjusted Life Years (DALYs),Rate,"3,468.35","1,938.41","5,539.35"
ARG,Argentina,Southern Cone,2021,Female,15-24 years,Years Lived with Disability (YLDs),Rate,"3,464.15","1,934.21","5,535.15"
ARG,Argentina,Southern Cone,2021,Female,20-24 years,Disability-Adjusted Life Years (DALYs),Rate,"3,621.43","2,029.03","5,757.35"
ARG,Argentina,Southern Cone,2021,Female,20-24 years,Years Lived with Disability (YLDs),Rate,"3,617.28","2,024.89","5,753.21"
ARG,Argentina,Southern Cone,2021,Female,25-29 years,Disability-Adjusted Life Years (DALYs),Rate,"3,516.32","1,950.75","5,536.39"
ARG,Argentina,Southern Cone,2021,Female,25-29 years,Years Lived with Disability (YLDs),Rate,"3,516.32","1,950.75","5,536.39"
ARG,Argentina,Southern Cone,2021,Female,25-49 years,Disability-Adjusted Life Years (DALYs),Rate,"3,269.96","1,876.30","5,042.80"
ARG,Argentina,Southern Cone,2021,Female,25-49 years,Years Lived with Disability (YLDs),Rate,"3,266.42","1,872.76","5,039.26"
ARG,Argentina,Southern Cone,2021,Female,30-34 years,Disability-Adjusted Life Years (DALYs),Rate,"3,339.00","1,905.86","5,126.16"
ARG,Argentina,Southern Cone,2021,Female,30-34 years,Years Lived with Disability (YLDs),Rate,"3,339.00","1,905.86","5,126.16"
ARG,Argentina,Southern Cone,2021,Female,35-39 years,Disability-Adjusted Life Years (DALYs),Rate,"3,270.51","1,923.26","4,957.14"
ARG,Argentina,Southern Cone,2021,Female,35-39 years,Years Lived with Disability (YLDs),Rate,"3,263.21","1,915.96","4,949.85"
ARG,Argentina,Southern Cone,2021,Female,40-44 years,Disability-Adjusted Life Years (DALYs),Rate,"3,166.82","1,842.47","4,864.99"
ARG,Argentina,Southern Cone,2021,Female,40-44 years,Years Lived with Disability (YLDs),Rate,"3,161.04","1,836.68","4,859.20"
ARG,Argentina,Southern Cone,2021,Female,45-49 years,Disability-Adjusted Life Years (DALYs),Rate,"2,992.46","1,730.99","4,620.56"
ARG,Argentina,Southern Cone,2021,Female,45-49 years,Years Lived with Disability (YLDs),Rate,"2,987.07","1,725.60","4,615.17"
ARG,Argentina,Southern Cone,2021,Female,50-54 years,Disability-Adjusted Life Years (DALYs),Rate,"2,762.28","1,607.91","4,193.74"
ARG,Argentina,Southern Cone,2021,Female,50-54 years,Years Lived with Disability (YLDs),Rate,"2,757.12","1,602.75","4,188.58"
ARG,Argentina,Southern Cone,2021,Female,50-64 years,Disability-Adjusted Life Years (DALYs),Rate,"2,540.82","1,479.51","3,911.01"
ARG,Argentina,Southern Cone,2021,Female,50-64 years,Years Lived with Disability (YLDs),Rate,"2,532.72","1,471.41","3,902.90"
ARG,Argentina,Southern Cone,2021,Female,55-59 years,Disability-Adjusted Life Years (DALYs),Rate,"2,535.94","1,483.26","3,913.67"
ARG,Argentina,Southern Cone,2021,Female,55-59 years,Years Lived with Disability (YLDs),Rate,"2,525.15","1,472.48","3,902.89"
ARG,Argentina,Southern Cone,2021,Female,60-64 years,Disability-Adjusted Life Years (DALYs),Rate,"2,288.59","1,326.20","3,579.41"
ARG,Argentina,Southern Cone,2021,Female,60-64 years,Years Lived with Disability (YLDs),Rate,"2,279.93","1,317.54","3,570.76"
ARG,Argentina,Southern Cone,2021,Female,65-69 years,Disability-Adjusted Life Years (DALYs),Rate,"2,065.27","1,205.09","3,223.21"
ARG,Argentina,Southern Cone,2021,Female,65-69 years,Years Lived with Disability (YLDs),Rate,"2,048.22","1,188.05","3,206.17"
ARG,Argentina,Southern Cone,2021,Female,65-74 years,Disability-Adjusted Life Years (DALYs),Rate,"1,957.16","1,141.58","3,057.87"
ARG,Argentina,Southern Cone,2021,Female,65-74 years,Years Lived with Disability (YLDs),Rate,"1,946.53","1,130.96","3,047.25"
ARG,Argentina,Southern Cone,2021,Female,70-74 years,Disability-Adjusted Life Years (DALYs),Rate,"1,829.95","1,066.85","2,863.32"
ARG,Argentina,Southern Cone,2021,Female,70-74 years,Years Lived with Disability (YLDs),Rate,"1,826.88","1,063.79","2,860.26"
ARG,Argentina,Southern Cone,2021,Female,75-79 years,Disability-Adjusted Life Years (DALYs),Rate,"1,624.53",946.41,"2,556.35"
ARG,Argentina,Southern Cone,2021,Female,75-79 years,Years Lived with Disability (YLDs),Rate,"1,621.37",943.25,"2,553.19"
ARG,Argentina,Southern Cone,2021,Female,75+ years,Disability-Adjusted Life Years (DALYs),Rate,"1,499.23",867.98,"2,360.84"
ARG,Argentina,Southern Cone,2021,Female,75+ years,Years Lived with Disability (YLDs),Rate,"1,492.92",861.67,"2,354.53"
ARG,Argentina,Southern Cone,2021,Female,80-84 years,Disability-Adjusted Life Years (DALYs),Rate,"1,483.14",860.91,"2,332.76"
ARG,Argentina,Southern Cone,2021,Female,80-84 years,Years Lived with Disability (YLDs),Rate,"1,468.05",845.82,"2,317.67"
ARG,Argentina,Southern Cone,2021,Female,85+ years,Disability-Adjusted Life Years (DALYs),Rate,"1,334.26",761.69,"2,106.41"
ARG,Argentina,Southern Cone,2021,Female,85+ years,Years Lived with Disability (YLDs),Rate,"1,332.26",759.69,"2,104.41"
ARG,Argentina,Southern Cone,2021,Female,<1 year,Disability-Adjusted Life Years (DALYs),Rate,156.61,95.74,238.95
ARG,Argentina,Southern Cone,2021,Female,<1 year,Years Lived with Disability (YLDs),Rate,156.61,95.74,238.95
ARG,Argentina,Southern Cone,2021,Female,Age-standardized,Disability-Adjusted Life Years (DALYs),Rate,"2,499.08","1,412.11","3,926.82"
ARG,Argentina,Southern Cone,2021,Female,Age-standardized,Years Lived with Disability (YLDs),Rate,"2,494.92","1,407.95","3,922.66"
ARG,Argentina,Southern Cone,2021,Female,All ages,Disability-Adjusted Life Years (DALYs),Rate,"2,491.83","1,411.48","3,911.20"
ARG,Argentina,Southern Cone,2021,Female,All ages,Years Lived with Disability (YLDs),Rate,"2,487.29","1,406.95","3,906.66"
BRA,Brazil,Southern Cone,2020,Male,0-4 years,Disability-Adjusted Life Years (DALYs),Rate,214.00,134.25,317.71
BRA,Brazil,Southern Cone,2020,Male,0-4 years,Years Lived with Disability (YLDs),Rate,214.00,134.25,317.71
BRA,Brazil,Southern Cone,2020,Male,0-14 years,Disability-Adjusted Life Years (DALYs),Rate,837.25,486.40,"1,306.19"
BRA,Brazil,Southern Cone,2020,Male,0-14 years,Years Lived with Disability (YLDs),Rate,836.61,485.77,"1,305.55"
BRA,Brazil,Southern Cone,2020,Male,0-19 years,Disability-Adjusted Life Years (DALYs),Rate,"1,204.41",712.94,"1,865.42"
BRA,Brazil,Southern Cone,2020,Male,0-19 years,Years Lived with Disability (YLDs),Rate,"1,203.23",711.76,"1,864.24"
BRA,Brazil,Southern Cone,2020,Male,0-24 years,Disability-Adjusted Life Years (DALYs),Rate,"1,490.14",894.81,"2,287.25"
BRA,Brazil,Southern Cone,2020,Male,0-24 years,Years Lived with Disability (YLDs),Rate,"1,487.32",891.99,"2,284.43"
BRA,Brazil,Southern Cone,2020,Male,0-27 days,Disability-Adjusted Life Years (DALYs),Rate,186.75,123.03,271.36
BRA,Brazil,Southern Cone,2020,Male,0-27 days,Years Lived with Disability (YLDs),Rate,186.75,123.03,271.36
BRA,Brazil,Southern Cone,2020,Male,1-4 years,Disability-Adjusted Life Years (DALYs),Rate,219.44,137.28,326.69
BRA,Brazil,Southern Cone,2020,Male,1-4 years,Years Lived with Disability (YLDs),Rate,219.44,137.28,326.69
BRA,Brazil,Southern Cone,2020,Male,1-9 years,Disability-Adjusted Life Years (DALYs),Rate,473.76,275.21,739.05
BRA,Brazil,Southern Cone,2020,Male,1-9 years,Years Lived with Disability (YLDs),Rate,473.76,275.21,739.05
BRA,Brazil,Southern Cone,2020,Male,1-11 months,Disability-Adjusted Life Years (DALYs),Rate,191.82,121.48,281.26
BRA,Brazil,Southern Cone,2020,Male,1-11 months,Years Lived with Disability (YLDs),Rate,191.82,121.48,281.26
BRA,Brazil,Southern Cone,2020,Male,5-9 years,Disability-Adjusted Life Years (DALYs),Rate,673.75,383.68,"1,063.34"
BRA,Brazil,Southern Cone,2020,Male,5-9 years,Years Lived with Disability (YLDs),Rate,673.75,383.68,"1,063.34"
BRA,Brazil,Southern Cone,2020,Male,10-14 years,Disability-Adjusted Life Years (DALYs),Rate,"1,589.35",921.45,"2,483.00"
BRA,Brazil,Southern Cone,2020,Male,10-14 years,Years Lived with Disability (YLDs),Rate,"1,587.50",919.60,"2,481.14"
BRA,Brazil,Southern Cone,2020,Male,10-24 years,Disability-Adjusted Life Years (DALYs),Rate,"2,122.68","1,279.33","3,252.41"
BRA,Brazil,Southern Cone,2020,Male,10-24 years,Years Lived with Disability (YLDs),Rate,"2,118.15","1,274.80","3,247.88"
BRA,Brazil,Southern Cone,2020,Male,15-19 years,Disability-Adjusted Life Years (DALYs),Rate,"2,216.88","1,337.63","3,407.52"
BRA,Brazil,Southern Cone,2020,Male,15-19 years,Years Lived with Disability (YLDs),Rate,"2,214.20","1,334.95","3,404.85"
BRA,Brazil,Southern Cone,2020,Male,15-24 years,Disability-Adjusted Life Years (DALYs),Rate,"2,367.68","1,443.74","3,605.86"
BRA,Brazil,Southern Cone,2020,Male,15-24 years,Years Lived with Disability (YLDs),Rate,"2,361.92","1,437.97","3,600.09"
BRA,Brazil,Southern Cone,2020,Male,20-24 years,Disability-Adjusted Life Years (DALYs),Rate,"2,511.07","1,544.63","3,794.45"
BRA,Brazil,Southern Cone,2020,Male,20-24 years,Years Lived with Disability (YLDs),Rate,"2,502.38","1,535.94","3,785.75"
BRA,Brazil,Southern Cone,2020,Male,25-29 years,Disability-Adjusted Life Years (DALYs),Rate,"2,644.32","1,678.90","3,925.25"
BRA,Brazil,Southern Cone,2020,Male,25-29 years,Years Lived with Disability (YLDs),Rate,"2,633.06","1,667.65","3,913.99"
BRA,Brazil,Southern Cone,2020,Male,25-49 years,Disability-Adjusted Life Years (DALYs),Rate,"2,774.14","1,774.02","4,036.28"
BRA,Brazil,Southern Cone,2020,Male,25-49 years,Years Lived with Disability (YLDs),Rate,"2,748.22","1,748.09","4,010.35"
BRA,Brazil,Southern Cone,2020,Male,30-34 years,Disability-Adjusted Life Years (DALYs),Rate,"2,737.90","1,762.10","4,032.74"
BRA,Brazil,Southern Cone,2020,Male,30-34 years,Years Lived with Disability (YLDs),Rate,"2,721.32","1,745.52","4,016.16"
BRA,Brazil,Southern Cone,2020,Male,35-39 years,Disability-Adjusted Life Years (DALYs),Rate,"2,826.20","1,829.94","4,035.41"
BRA,Brazil,Southern Cone,2020,Male,35-39 years,Years Lived with Disability (YLDs),Rate,"2,796.59","1,800.34","4,005.80"
BRA,Brazil,Southern Cone,2020,Male,40-44 years,Disability-Adjusted Life Years (DALYs),Rate,"2,849.78","1,797.15","4,132.60"
BRA,Brazil,Southern Cone,2020,Male,40-44 years,Years Lived with Disability (YLDs),Rate,"2,815.76","1,763.13","4,098.57"
BRA,Brazil,Southern Cone,2020,Male,45-49 years,Disability-Adjusted Life Years (DALYs),Rate,"2,826.76","1,808.74","4,067.77"
BRA,Brazil,Southern Cone,2020,Male,45-49 years,Years Lived with Disability (YLDs),Rate,"2,785.08","1,767.06","4,026.09"
BRA,Brazil,Southern Cone,2020,Male,50-54 years,Disability-Adjusted Life Years (DALYs),Rate,"2,773.60","1,807.35","3,908.58"
BRA,Brazil,Southern Cone,2020,Male,50-54 years,Years Lived with Disability (YLDs),Rate,"2,723.16","1,756.90","3,858.14"
BRA,Brazil,Southern Cone,2020,Male,50-64 years,Disability-Adjusted Life Years (DALYs),Rate,"2,689.56","1,761.21","3,822.70"
BRA,Brazil,Southern Cone,2020,Male,50-64 years,Years Lived with Disability (YLDs),Rate,"2,633.21","1,704.87","3,766.36"
BRA,Brazil,Southern Cone,2020,Male,55-59 years,Disability-Adjusted Life Years (DALYs),Rate,"2,708.37","1,786.13","3,824.55"
BRA,Brazil,Southern Cone,2020,Male,55-59 years,Years Lived with Disability (YLDs),Rate,"2,645.63","1,723.39","3,761.81"
BRA,Brazil,Southern Cone,2020,Male,60-64 years,Disability-Adjusted Life Years (DALYs),Rate,"2,555.68","1,670.01","3,707.00"
BRA,Brazil,Southern Cone,2020,Male,60-64 years,Years Lived with Disability (YLDs),Rate,"2,499.30","1,613.63","3,650.62"
BRA,Brazil,Southern Cone,2020,Male,65-69 years,Disability-Adjusted Life Years (DALYs),Rate,"2,332.46","1,524.87","3,318.04"
BRA,Brazil,Southern Cone,2020,Male,65-69 years,Years Lived with Disability (YLDs),Rate,"2,267.98","1,460.40","3,253.57"
BRA,Brazil,Southern Cone,2020,Male,65-74 years,Disability-Adjusted Life Years (DALYs),Rate,"2,221.13","1,461.65","3,155.35"
BRA,Brazil,Southern Cone,2020,Male,65-74 years,Years Lived with Disability (YLDs),Rate,"2,166.55","1,407.07","3,100.77"
BRA,Brazil,Southern Cone,2020,Male,70-74 years,Disability-Adjusted Life Years (DALYs),Rate,"2,059.43","1,369.81","2,919.03"
BRA,Brazil,Southern Cone,2020,Male,70-74 years,Years Lived with Disability (YLDs),Rate,"2,019.22","1,329.60","2,878.82"
BRA,Brazil,Southern Cone,2020,Male,75-79 years,Disability-Adjusted Life Years (DALYs),Rate,"1,812.89","1,187.29","2,596.14"
BRA,Brazil,Southern Cone,2020,Male,75-79 years,Years Lived with Disability (YLDs),Rate,"1,773.57","1,147.97","2,556.82"
BRA,Brazil,Southern Cone,2020,Male,75+ years,Disability-Adjusted Life Years (DALYs),Rate,"1,686.45","1,109.07","2,422.69"
BRA,Brazil,Southern Cone,2020,Male,75+ years,Years Lived with Disability (YLDs),Rate,"1,644.53","1,067.14","2,380.77"
BRA,Brazil,Southern Cone,2020,Male,80-84 years,Disability-Adjusted Life Years (DALYs),Rate,"1,594.39","1,044.14","2,312.92"
BRA,Brazil,Southern Cone,2020,Male,80-84 years,Years Lived with Disability (YLDs),Rate,"1,565.02","1,014.77","2,283.56"
BRA,Brazil,Southern Cone,2020,Male,85+ years,Disability-Adjusted Life Years (DALYs),Rate,"1,475.90",991.57,"2,107.43"
BRA,Brazil,Southern Cone,2020,Male,85+ years,Years Lived with Disability (YLDs),Rate,"1,406.50",922.18,"2,038.04"
BRA,Brazil,Southern Cone,2020,Male,<1 year,Disability-Adjusted Life Years (DALYs),Rate,191.36,121.62,280.37
BRA,Brazil,Southern Cone,2020,Male,<1 year,Years Lived with Disability (YLDs),Rate,191.36,121.62,280.37
BRA,Brazil,Southern Cone,2020,Male,Age-standardized,Disability-Adjusted Life Years (DALYs),Rate,"2,119.52","1,339.73","3,116.67"
BRA,Brazil,Southern Cone,2020,Male,Age-standardized,Years Lived with Disability (YLDs),Rate,"2,097.64","1,317.85","3,094.78"
BRA,Brazil,Southern Cone,2020,Male,All ages,Disability-Adjusted Life Years (DALYs),Rate,"2,217.16","1,405.79","3,251.04"
BRA,Brazil,Southern Cone,2020,Male,All ages,Years Lived with Disability (YLDs),Rate,"2,193.01","1,381.65","3,226.89"
BRA,Brazil,Southern Cone,2020,Female,0-4 years,Disability-Adjusted Life Years (DALYs),Rate,132.27,79.58,199.32
BRA,Brazil,Southern Cone,2020,Female,0-4 years,Years Lived with Disability (YLDs),Rate,132.27,79.58,199.32
BRA,Brazil,Southern Cone,2020,Female,0-14 years,Disability-Adjusted Life Years (DALYs),Rate,896.93,522.85,"1,376.22"
BRA,Brazil,Southern Cone,2020,Female,0-14 years,Years Lived with Disability (YLDs),Rate,896.09,522.01,"1,375.38"
BRA,Brazil,Southern Cone,2020,Female,0-19 years,Disability-Adjusted Life Years (DALYs),Rate,"1,532.75",930.79,"2,313.13"
BRA,Brazil,Southern Cone,2020,Female,0-19 years,Years Lived with Disability (YLDs),Rate,"1,530.88",928.93,"2,311.27"
BRA,Brazil,Southern Cone,2020,Female,0-24 years,Disability-Adjusted Life Years (DALYs),Rate,"2,109.66","1,295.66","3,172.63"
BRA,Brazil,Southern Cone,2020,Female,0-24 years,Years Lived with Disability (YLDs),Rate,"2,107.29","1,293.29","3,170.26"
BRA,Brazil,Southern Cone,2020,Female,0-27 days,Disability-Adjusted Life Years (DALYs),Rate,98.66,62.80,147.86
BRA,Brazil,Southern Cone,2020,Female,0-27 days,Years Lived with Disability (YLDs),Rate,98.66,62.80,147.86
BRA,Brazil,Southern Cone,2020,Female,1-4 years,Disability-Adjusted Life Years (DALYs),Rate,139.41,83.39,210.23
BRA,Brazil,Southern Cone,2020,Female,1-4 years,Years Lived with Disability (YLDs),Rate,139.41,83.39,210.23
BRA,Brazil,Southern Cone,2020,Female,1-9 years,Disability-Adjusted Life Years (DALYs),Rate,417.54,236.96,645.46
BRA,Brazil,Southern Cone,2020,Female,1-9 years,Years Lived with Disability (YLDs),Rate,416.77,236.19,644.69
BRA,Brazil,Southern Cone,2020,Female,1-11 months,Disability-Adjusted Life Years (DALYs),Rate,102.96,63.82,154.55
BRA,Brazil,Southern Cone,2020,Female,1-11 months,Years Lived with Disability (YLDs),Rate,102.96,63.82,154.55
BRA,Brazil,Southern Cone,2020,Female,5-9 years,Disability-Adjusted Life Years (DALYs),Rate,636.15,357.66,987.54
BRA,Brazil,Southern Cone,2020,Female,5-9 years,Years Lived with Disability (YLDs),Rate,634.77,356.29,986.16
BRA,Brazil,Southern Cone,2020,Female,10-14 years,Disability-Adjusted Life Years (DALYs),Rate,"1,876.87","1,104.56","2,872.10"
BRA,Brazil,Southern Cone,2020,Female,10-14 years,Years Lived with Disability (YLDs),Rate,"1,875.74","1,103.43","2,870.97"
BRA,Brazil,Southern Cone,2020,Female,10-24 years,Disability-Adjusted Life Years (DALYs),Rate,"3,144.64","1,941.83","4,719.57"
BRA,Brazil,Southern Cone,2020,Female,10-24 years,Years Lived with Disability (YLDs),Rate,"3,141.26","1,938.45","4,716.19"
BRA,Brazil,Southern Cone,2020,Female,15-19 years,Disability-Adjusted Life Years (DALYs),Rate,"3,276.76","2,049.75","4,883.04"
BRA,Brazil,Southern Cone,2020,Female,15-19 years,Years Lived with Disability (YLDs),Rate,"3,272.11","2,045.10","4,878.38"
BRA,Brazil,Southern Cone,2020,Female,15-24 years,Disability-Adjusted Life Years (DALYs),Rate,"3,720.80","2,322.34","5,559.18"
BRA,Brazil,Southern Cone,2020,Female,15-24 years,Years Lived with Disability (YLDs),Rate,"3,716.40","2,317.94","5,554.79"
BRA,Brazil,Southern Cone,2020,Female,20-24 years,Disability-Adjusted Life Years (DALYs),Rate,"4,137.86","2,578.37","6,194.25"
BRA,Brazil,Southern Cone,2020,Female,20-24 years,Years Lived with Disability (YLDs),Rate,"4,133.70","2,574.20","6,190.09"
BRA,Brazil,Southern Cone,2020,Female,25-29 years,Disability-Adjusted Life Years (DALYs),Rate,"4,218.63","2,668.88","6,187.51"
BRA,Brazil,Southern Cone,2020,Female,25-29 years,Years Lived with Disability (YLDs),Rate,"4,215.41","2,665.65","6,184.28"
BRA,Brazil,Southern Cone,2020,Female,25-49 years,Disability-Adjusted Life Years (DALYs),Rate,"4,262.56","2,736.80","6,150.76"
BRA,Brazil,Southern Cone,2020,Female,25-49 years,Years Lived with Disability (YLDs),Rate,"4,250.82","2,725.06","6,139.02"
BRA,Brazil,Southern Cone,2020,Female,30-34 years,Disability-Adjusted Life Years (DALYs),Rate,"4,215.52","2,697.95","6,161.41"
BRA,Brazil,Southern Cone,2020,Female,30-34 years,Years Lived with Disability (YLDs),Rate,"4,207.91","2,690.34","6,153.81"
BRA,Brazil,Southern Cone,2020,Female,35-39 years,Disability-Adjusted Life Years (DALYs),Rate,"4,315.05","2,794.47","6,136.67"
BRA,Brazil,Southern Cone,2020,Female,35-39 years,Years Lived with Disability (YLDs),Rate,"4,302.47","2,781.89","6,124.10"
BRA,Brazil,Southern Cone,2020,Female,40-44 years,Disability-Adjusted Life Years (DALYs),Rate,"4,329.85","2,790.24","6,204.03"
BRA,Brazil,Southern Cone,2020,Female,40-44 years,Years Lived with Disability (YLDs),Rate,"4,315.38","2,775.77","6,189.56"
BRA,Brazil,Southern Cone,2020,Female,45-49 years,Disability-Adjusted Life Years (DALYs),Rate,"4,230.35","2,731.82","6,052.74"
BRA,Brazil,Southern Cone,2020,Female,45-49 years,Years Lived with Disability (YLDs),Rate,"4,207.88","2,709.35","6,030.27"
BRA,Brazil,Southern Cone,2020,Female,50-54 years,Disability-Adjusted Life Years (DALYs),Rate,"4,064.33","2,665.17","5,740.35"
BRA,Brazil,Southern Cone,2020,Female,50-54 years,Years Lived with Disability (YLDs),Rate,"4,037.06","2,637.90","5,713.08"
BRA,Brazil,Southern Cone,2020,Female,50-64 years,Disability-Adjusted Life Years (DALYs),Rate,"3,862.21","2,549.78","5,453.40"
BRA,Brazil,Southern Cone,2020,Female,50-64 years,Years Lived with Disability (YLDs),Rate,"3,827.65","2,515.21","5,418.84"
BRA,Brazil,Southern Cone,2020,Female,55-59 years,Disability-Adjusted Life Years (DALYs),Rate,"3,875.97","2,563.00","5,454.31"
BRA,Brazil,Southern Cone,2020,Female,55-59 years,Years Lived with Disability (YLDs),Rate,"3,841.59","2,528.62","5,419.93"
BRA,Brazil,Southern Cone,2020,Female,60-64 years,Disability-Adjusted Life Years (DALYs),Rate,"3,591.82","2,389.08","5,091.50"
BRA,Brazil,Southern Cone,2020,Female,60-64 years,Years Lived with Disability (YLDs),Rate,"3,547.88","2,345.14","5,047.55"
BRA,Brazil,Southern Cone,2020,Female,65-69 years,Disability-Adjusted Life Years (DALYs),Rate,"3,215.58","2,133.69","4,553.11"
BRA,Brazil,Southern Cone,2020,Female,65-69 years,Years Lived with Disability (YLDs),Rate,"3,176.81","2,094.92","4,514.34"
BRA,Brazil,Southern Cone,2020,Female,65-74 years,Disability-Adjusted Life Years (DALYs),Rate,"3,067.35","2,042.56","4,335.63"
BRA,Brazil,Southern Cone,2020,Female,65-74 years,Years Lived with Disability (YLDs),Rate,"3,026.32","2,001.52","4,294.60"
BRA,Brazil,Southern Cone,2020,Female,70-74 years,Disability-Adjusted Life Years (DALYs),Rate,"2,863.87","1,917.45","4,037.10"
BRA,Brazil,Southern Cone,2020,Female,70-74 years,Years Lived with Disability (YLDs),Rate,"2,819.72","1,873.31","3,992.95"
BRA,Brazil,Southern Cone,2020,Female,75-79 years,Disability-Adjusted Life Years (DALYs),Rate,"2,515.78","1,684.52","3,570.88"
BRA,Brazil,Southern Cone,2020,Female,75-79 years,Years Lived with Disability (YLDs),Rate,"2,473.45","1,642.18","3,528.55"
BRA,Brazil,Southern Cone,2020,Female,75+ years,Disability-Adjusted Life Years (DALYs),Rate,"2,323.35","1,556.14","3,300.00"
BRA,Brazil,Southern Cone,2020,Female,75+ years,Years Lived with Disability (YLDs),Rate,"2,281.93","1,514.71","3,258.57"
BRA,Brazil,Southern Cone,2020,Female,80-84 years,Disability-Adjusted Life Years (DALYs),Rate,"2,242.73","1,504.81","3,188.54"
BRA,Brazil,Southern Cone,2020,Female,80-84 years,Years Lived with Disability (YLDs),Rate,"2,197.76","1,459.84","3,143.57"
BRA,Brazil,Southern Cone,2020,Female,85+ years,Disability-Adjusted Life Years (DALYs),Rate,"2,029.22","1,356.58","2,883.21"
BRA,Brazil,Southern Cone,2020,Female,85+ years,Years Lived with Disability (YLDs),Rate,"1,994.51","1,321.87","2,848.49"
BRA,Brazil,Southern Cone,2020,Female,<1 year,Disability-Adjusted Life Years (DALYs),Rate,102.58,63.73,153.96
BRA,Brazil,Southern Cone,2020,Female,<1 year,Years Lived with Disability (YLDs),Rate,102.58,63.73,153.96
BRA,Brazil,Southern Cone,2020,Female,Age-standardized,Disability-Adjusted Life Years (DALYs),Rate,"3,107.94","1,985.68","4,515.84"
BRA,Brazil,Southern Cone,2020,Female,Age-standardized,Years Lived with Disability (YLDs),Rate,"3,094.89","1,972.63","4,502.78"
BRA,Brazil,Southern Cone,2020,Female,All ages,Disability-Adjusted Life Years (DALYs),Rate,"3,283.24","2,106.31","4,754.93"
BRA,Brazil,Southern Cone,2020,Female,All ages,Years Lived with Disability (YLDs),Rate,"3,267.90","2,090.97","4,739.59"
BRA,Brazil,Southern Cone,2021,Male,0-4 years,Disability-Adjusted Life Years (DALYs),Rate,215.43,134.19,321.64
BRA,Brazil,Southern Cone,2021,Male,0-4 years,Years Lived with Disability (YLDs),Rate,215.43,134.19,321.64
BRA,Brazil,Southern Cone,2021,Male,0-14 years,Disability-Adjusted Life Years (DALYs),Rate,856.59,494.73,"1,334.93"
BRA,Brazil,Southern Cone,2021,Male,0-14 years,Years Lived with Disability (YLDs),Rate,856.27,494.41,"1,334.61"
BRA,Brazil,Southern Cone,2021,Male,0-19 years,Disability-Adjusted Life Years (DALYs),Rate,"1,226.39",720.93,"1,896.58"
